title,total_gross,gross,return_rate,std_IMDB,std_Meta,rating,distributor,release_date,release_month,release_year,genre,mins,MPAA_rating,budget (millions),theatres,totalweek,IMDB_rating,director,stars,Metascore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMREEDFISH,"3,567","3,359",#VALUE!,#VALUE!,-1.287985211,#VALUE!,RED ENVELOPE ENTERTAINMENT,2007/6/1,6,2007,Comedy / Drama,93,PG,N/A,1,3,NA,NA,NA,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMSOEXCITED,"1,368,119","1,146,390",#VALUE!,#VALUE!,-0.153029345,#VALUE!,SONY CLASSICS,2013/6/28,6,2013,Foreign,102,R,N/A,5,19,NA,NA,NA,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMSTILLHEREJASON,"408,983","366,152",#VALUE!,0.009172629,#VALUE!,#VALUE!,MAGNOLIA,2010/9/10,9,2010,Comedy / Drama,108,R,N/A,19,8,6.2,Casey Affleck,"Joaquin Phoenix,Antony Langdon,Carey Perloff",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN/SIGNIFICANTOTHERS,"3,763","3,369",#VALUE!,-0.651220819,#VALUE!,#VALUE!,NORTH POPLAR PICTURES,2010/5/14,5,2010,Drama / Thriller,99,Unrated,N/A,1,3,5.5,John Schwert,"Burgess Jenkins,Tiffany Montgomery,Andrea Powell",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INABETTERWORLD,"1,008,098","874,877",0.168016333,#VALUE!,0.444315848,#VALUE!,SONY CLASSICS,2011/4/1,4,2011,Foreign,119,R,6,4,23,NA,NA,NA,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INADREAM,"54,640","49,720",#VALUE!,#VALUE!,#VALUE!,#VALUE!,INTERNATIONAL FILM CIRCUIT,2009/4/10,4,2009,Documentary,80,Unrated,N/A,1,12,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INANOTHERCOUNTRY,"25,079","21,323",#VALUE!,#VALUE!,0.683253926,#VALUE!,KINO LORBER,2012/11/9,11,2012,Drama,89,Unrated,N/A,1,12,NA,NA,NA,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INAPPROPRIATECOMEDY,"228,004","191,052",#VALUE!,-3.10411077,#VALUE!,#VALUE!,FREESTYLE RELEASING,2013/3/22,3,2013,Comedy,84,R,N/A,275,1,2.9,Vince Offer,"Adrien Brody,Lindsay Lohan,Michelle Rodriguez",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INAWORLD,"2,963,902",2483547.09 ,#VALUE!,0.480882235,1.280599118,1.761481353,ROADSIDE ATTRACTIONS,2013/8/9,8,2013,Comedy,#VALUE!,R,N/A,3,17,6.7,Lake Bell,"Lake Bell,Fred Melamed,Michaela Watkins",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INBETWEENDAYS,"23,465","22,099",#VALUE!,#VALUE!,1.041661041,#VALUE!,KINO,2007/6/27,6,2007,Drama,83,Unrated,N/A,1,9,NA,NA,NA,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INBRUGES,"7,800,824",7074270.90 ,#VALUE!,1.70732721,0.563784887,2.271112097,FOCUS FEATURES,2008/2/8,2,2008,Crime Comedy,107,R,N/A,28,20,8,Martin McDonagh,"Colin Farrell,Brendan Gleeson,Ciar??n Hinds",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCENDIARY,"22,457","19,489",#VALUE!,0.763907998,#VALUE!,#VALUE!,TRULY INDIE,2011/9/23,9,2011,Documentary,99,Unrated,N/A,1,4,7,Ross Nickson,"Melinda Y. Cohen,Jennipher Foster,Anne-Marie Mahoney",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCENDIES(USONLY),"2,071,334","1,797,606",0.295904857,#VALUE!,#VALUE!,#VALUE!,SONY CLASSICS,2011/4/22,4,2011,Foreign,130,R,7,3,23,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCEPTION,"292,576,195",261935676.96 ,1.828601219,2.46206258,0.981926522,3.443989102,WARNER BROS.,2010/7/16,7,2010,Sci-Fi Action,148,PG-13,160,3792,25,8.8,Christopher Nolan,"Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCHALLAH(USONLY),"9,840","8,245",#VALUE!,#VALUE!,#VALUE!,#VALUE!,ENTERTAINMENT ONE,2013/8/16,8,2013,Drama,102,R,N/A,1,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDARKNESS,"1,041,455","885,496",#VALUE!,1.046933762,0.981926522,2.028860284,SONY CLASSICS,2012/2/10,2,2012,Foreign,145,R,N/A,1,15,7.3,Agnieszka Holland,"Robert Wieckiewicz,Benno F??rmann,Agnieszka Grochowska",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIANAJONESANDTHEKINGDOMOFTHECRYSTALSKULL,"317,101,119",287566957.01 ,1.714060103,0.009172629,0.444315848,0.453488477,PARAMOUNT,2008/5/22,5,2008,Period Adventure,120,PG-13,185,4260,22,6.2,Steven Spielberg,"Harrison Ford,Cate Blanchett,Shia LaBeouf",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEQUALITYFORALL,"1,205,273","1,009,936",#VALUE!,#VALUE!,0.623519406,#VALUE!,RADIUS-TWC,2013/9/27,9,2013,Documentary,85,PG,N/A,28,22,NA,NA,NA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INESCAPABLE,"6,334","5,307",#VALUE!,-1.028588504,-1.228250692,-2.256839196,IFC,2013/2/22,2,2013,Thriller,93,R,N/A,2,2,5.1,Ruba Nadda,"Alexander Siddig,Joshua Jackson,Marisa Tomei",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGLOURIOUSBASTERDS,"120,540,719",109686733.18 ,1.722010271,1.990352974,0.683253926,2.673606899,WEINSTEIN COMPANY,2009/8/21,8,2009,War,152,R,70,28,18,8.3,Quentin Tarantino,"Brad Pitt,Diane Kruger,Eli Roth",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INHALE,"4,115","3,684",#VALUE!,0.480882235,-1.108781653,-0.627899418,IFC,2010/10/22,10,2010,Thriller,100,R,N/A,2,1,6.7,Baltasar Korm??kur,"Dermot Mulroney,Diane Kruger,Sam Shepard",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INHERENTVICE,"8,110,975",6688094.97 ,#VALUE!,0.669566077,1.400068157,2.069634234,WARNER BROS.,2014/12/12,12,2014,Crime,148,R,N/A,5,11,6.9,Paul Thomas Anderson,"Joaquin Phoenix,Josh Brolin,Owen Wilson",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INKHEART,"17,303,424",15745352.00 ,0.2883904,-0.085169292,#VALUE!,#VALUE!,WARNER BROS. (NEW LINE),2009/1/23,1,2009,Fantasy,106,PG,60,2655,11,6.1,Iain Softley,"Brendan Fraser,Andy Serkis,Eliza Bennett",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INKUBUS,"81,600","70,817",#VALUE!,-2.160691558,#VALUE!,#VALUE!,SCREEN MEDIA,2011/10/28,10,2011,Horror,90,R,N/A,16,1,3.9,Glenn Ciano,"Robert Englund,William Forsythe,Joey Fatone",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INMYSLEEP,"30,158","27,000",#VALUE!,-0.556878898,#VALUE!,#VALUE!,MORNING STAR,2010/4/23,4,2010,Drama / Thriller,90,PG-13,N/A,1,5,5.6,Allen Wolf,"Philip Winchester,Tim Draxl,Lacey Chabert",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INNI,"123,482","107,164",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CINEMA PURGATORIO,2011/10/28,10,2011,Documentary,74,Unrated,N/A,1,12,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INNOCENCE(2014),"294,039","242,457",#VALUE!,#VALUE!,#VALUE!,#VALUE!,JSC ENTERTAINMENT,2014/9/5,9,2014,Fantasy,94,PG-13,N/A,490,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOURNATURE,"6,543","5,563",#VALUE!,-0.462536977,-0.391967422,-0.854504399,CINEDIGM ENTERTAINMENT,2012/12/7,12,2012,Drama,103,Unrated,N/A,1,2,5.7,Brian Savelson,"Zach Gilford,Jena Malone,John Slattery",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOVERMYHEAD,"19,482","16,565",1.9482E-07,-0.556878898,#VALUE!,#VALUE!,SLATER BROTHERS,2012/10/26,10,2012,Romantic Comedy,106,Unrated,100000,1,1,5.6,Josiah David Warren,"Josiah David Warren,Zachary Michael,Erica Lloyd",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOWPRONOUNCEYOUCHUCKANDLARRY,"120,059,556",113069231.66 ,1.412465365,-0.179511214,-1.228250692,-1.407761905,UNIVERSAL,2007/7/20,7,2007,Comedy,110,PG-13,85,3495,13,6,Dennis Dugan,"Adam Sandler,Kevin James,Jessica Biel",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSEARCHOFAMIDNIGHTKISS,"172,605","156,529",#VALUE!,1.046933762,0.384581329,1.431515091,IFC,2008/8/1,8,2008,Romance,90,Unrated,N/A,2,16,7.3,Alex Holdridge,"Scoot McNairy,Sara Simmonds,Brian McGuire",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSECRET,"444,179","366,258",#VALUE!,-0.085169292,-0.630905499,-0.716074791,ROADSIDE ATTRACTIONS,2014/2/21,2,2014,Romantic Thriller,#VALUE!,R,N/A,266,2,6.1,Charlie Stratton,"Elizabeth Olsen,Tom Felton,Jessica Lange",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSIDEJOB,"4,312,735","3,861,077",2.1563675,#VALUE!,1.818209792,#VALUE!,SONY CLASSICS,2010/10/8,10,2010,Documentary,120,PG-13,2,2,29,NA,NA,NA,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSIDELLEWYNDAVIS,"13,235,319",11090291.79 ,#VALUE!,1.235617604,2.057147869,3.292765474,CBS FILMS,2013/12/6,12,2013,Comedy / Drama,105,R,N/A,4,14,7.5,"Ethan Coen,Joel Coen","Oscar Isaac,Carey Mulligan,John Goodman",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSIDIOUS,"54,009,150",46871804.86 ,27.004575,0.575224156,-0.332232902,0.242991254,FILMDISTRICT,2011/4/1,4,2011,Horror,98,PG-13,2,2408,23,6.8,James Wan,"Patrick Wilson,Rose Byrne,Ty Simpkins",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSIDIOUS,"54,009,150",46871804.86 ,27.004575,0.575224156,-0.332232902,0.242991254,FILMDISTRICT,2011/4/1,4,2011,Horror,98,PG-13,2,2408,23,6.8,James Wan,"Patrick Wilson,Rose Byrne,Ty Simpkins",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSIDIOUSCHAPTER2,"83,586,447",70039723.76 ,16.7172894,0.386540314,-1.049047134,-0.66250682,FILMDISTRICT,2013/9/13,9,2013,Horror,105,PG-13,5,3049,14,6.6,James Wan,"Patrick Wilson,Rose Byrne,Barbara Hershey",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSPECTORBELLAMY,"107,612","96,342",#VALUE!,#VALUE!,0.802722964,#VALUE!,IFC,2010/10/29,10,2010,Foreign,110,Unrated,N/A,2,8,NA,NA,NA,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSPECTRES,"2,207","1,849",#VALUE!,0.009172629,#VALUE!,#VALUE!,REACTOR 88 STUDIOS,2013/9/5,9,2013,Comedy,#VALUE!,Unrated,N/A,1,3,6.2,Darren Orange,"Lucas Thompson,Brian Barber,Mike Mauloff",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSTRUCTIONSNOTINCLUDED,"44,467,206",37260476.26 ,#VALUE!,0.480882235,#VALUE!,#VALUE!,LIONSGATE,2013/8/30,8,2013,Foreign,115,PG-13,N/A,348,15,6.7,Michael Buffo,"Collin McDowell,Maggie Britton,Eric Hinwood",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERSTELLAR,"188,020,017",155036321.85 ,1.139515255,2.367720659,0.981926522,3.349647181,PARAMOUNT,2014/11/5,11,2014,Sci-Fi Adventure,169,PG-13,165,249,20,8.7,Christopher Nolan,"Matthew McConaughey,Anne Hathaway,Jessica Chastain",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERVENTION,279,263,#VALUE!,-1.311614268,#VALUE!,#VALUE!,ALLIANCE,2007/11/30,11,2007,Drama,#VALUE!,Unrated,N/A,1,1,4.8,Mary McGuckian,"Donna D'Errico,Charles Dance,Gary Farmer",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERVIEW,"416,951","392,675",#VALUE!,0.669566077,0.384581329,1.054147406,SONY CLASSICS,2007/7/13,7,2007,Drama,86,R,N/A,6,15,6.9,Steve Buscemi,"Sienna Miller,Steve Buscemi,Michael Buscemi",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHEFAMILY,"101,934","88,463",#VALUE!,0.952591841,1.459802676,2.412394517,IN THE FAMILY,2011/11/4,11,2011,Drama,169,Unrated,N/A,2,4,7.2,Patrick Wang,"Sebastian Banes,Patrick Wang,Trevor St. John",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHEFOG,"11,894","9,966",#VALUE!,#VALUE!,1.220864599,#VALUE!,STRAND,2013/6/14,6,2013,Foreign,128,Unrated,N/A,1,6,NA,NA,NA,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHEHOUSE,"389,757","326,590",#VALUE!,#VALUE!,0.862457483,#VALUE!,COHEN MEDIA GROUP,2013/4/19,4,2013,Foreign,105,R,N/A,3,8,NA,NA,NA,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHELANDOFBLOODANDHONEY,"303,877","263,719",#VALUE!,-1.783323874,-0.093294825,-1.876618699,FILMDISTRICT,2011/12/23,12,2011,Drama,127,R,N/A,3,11,4.3,Angelina Jolie,"Zana Marjanovic,Goran Kostic,Rade Serbedzija",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHELANDOFWOMEN,"11,052,958",10409412.71 ,#VALUE!,0.386540314,-0.630905499,-0.244365185,WARNER BROS.,2007/4/20,4,2007,Drama,100,PG-13,N/A,2155,10,6.6,Jon Kasdan,"Adam Brody,Kristen Stewart,Meg Ryan",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHELOOP,"2,388,804",2173706.19 ,#VALUE!,1.235617604,1.519537196,2.7551548,IFC,2009/7/24,7,2009,Comedy,106,Unrated,N/A,8,13,7.5,Armando Iannucci,"Tom Hollander,Peter Capaldi,James Gandolfini",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHENAMEOF,"9,883","8,281",#VALUE!,-2.349375401,-0.332232902,-2.681608303,FILM MOVEMENT,2013/10/30,10,2013,Foreign,102,Unrated,N/A,1,3,3.7,Beata Hughes,"Guy Fearon,Ata Ali,Laurel Andrews",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHENAMEOFTHEKINGADUNGEONSIEGETALE,"4,775,656",4330860.98 ,#VALUE!,-2.25503348,-2.542410116,-4.797443596,FREESTYLE RELEASING,2008/1/11,1,2008,Fantasy,124,PG-13,N/A,1632,2,3.8,Uwe Boll,"Jason Statham,Ron Perlman,Ray Liotta",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHEPIT,"10,433","9,826",#VALUE!,#VALUE!,0.205377771,#VALUE!,KINO,2007/2/2,2,2007,Foreign,90,Unrated,N/A,1,9,NA,NA,NA,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHESHADOWOFTHEMOON,"1,134,358","1,068,311",#VALUE!,#VALUE!,1.579271715,#VALUE!,THINKFILM,2007/9/7,9,2007,Documentary,100,PG,N/A,4,13,NA,NA,NA,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTHEVALLEYOFELAH,"6,777,741",6383115.12 ,#VALUE!,0.952591841,0.444315848,1.396907689,WARNER INDEPENDENT,2007/9/14,9,2007,War Drama,121,R,N/A,9,22,7.2,Paul Haggis,"Tommy Lee Jones,Charlize Theron,Jonathan Tucker",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTIME,"37,520,095",32561789.46 ,0.938002375,0.480882235,-0.272498383,0.208383852,FOX,2011/10/28,10,2011,Sci-Fi Thriller,109,PG-13,40,3122,14,6.7,Andrew Niccol,"Justin Timberlake,Amanda Seyfried,Cillian Murphy",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTOETERNITY,"55,366","48,049",#VALUE!,#VALUE!,0.623519406,#VALUE!,INTERNATIONAL FILM CIRCUIT,2011/2/2,2,2011,Documentary,75,Unrated,N/A,1,24,NA,NA,NA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTOGREATSILENCE,"790,452","744,429",#VALUE!,#VALUE!,1.220864599,#VALUE!,ZEITGEIST,2007/2/28,2,2007,Documentary,169,Unrated,N/A,1,35,NA,NA,NA,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTOTHEABYSS,"223,880","194,294",#VALUE!,#VALUE!,0.981926522,#VALUE!,IFC,2011/11/11,11,2011,Documentary,107,PG-13,N/A,12,7,NA,NA,NA,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTOTHESTORM,"47,602,194",39251507.30 ,0.95204388,-0.273853135,-0.810109057,-1.083962191,WARNER BROS.,2014/8/8,8,2014,Thriller,89,PG-13,50,3434,15,5.9,Steven Quale,"Richard Armitage,Sarah Wayne Callies,Matt Walsh",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTOTHEWHITE,704,590,#VALUE!,0.85824992,#VALUE!,#VALUE!,MAGNOLIA,2013/4/12,4,2013,War Drama,100,R,N/A,1,2,7.1,Petter N??ss,"Florian Lukas,David Kross,Lachlan Nieboer",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTOTHEWILD,"18,354,356",17285695.53 ,#VALUE!,1.896011053,0.922192003,2.818203055,PARAMOUNT VANTAGE,2007/9/21,9,2007,Adventure,140,R,N/A,4,27,8.2,Sean Penn,"Emile Hirsch,Vince Vaughn,Catherine Keener",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTOTHEWOODSJASON,"128,002,372",105547362.77 ,2.56004744,-0.085169292,#VALUE!,#VALUE!,BUENA VISTA,2014/12/25,12,2014,Musical,124,PG,50,2440,17,6.1,Rob Marshall,"Anna Kendrick,Meryl Streep,Chris Pine",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRODUCINGTHEDWIGHTS,"379,408","357,317",#VALUE!,#VALUE!,-0.451701941,#VALUE!,WARNER INDEPENDENT,2007/7/4,7,2007,Comedy / Drama,106,R,N/A,4,8,NA,NA,NA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTRUDERS,"69,136","58,783",#VALUE!,-0.745562741,-0.750374537,-1.495937278,MILLENNIUM ENT.,2012/3/30,3,2012,Horror Thriller,100,R,N/A,33,2,5.4,Juan Carlos Fresnadillo,"Clive Owen,Carice van Houten,Iz??n Corchero",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVENTINGOURLIFETHEKIBBUTZEXPERIMENT,"16,734","14,228",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FIRST RUN,2012/4/27,4,2012,Documentary,80,Unrated,N/A,1,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVICTUS,"37,491,364",34115486.23 ,0.624856067,1.141275683,0.981926522,2.123202205,WARNER BROS.,2009/12/11,12,2009,Drama,132,PG-13,60,2125,15,7.4,Clint Eastwood,"Morgan Freeman,Matt Damon,Tony Kgoroge",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IORIGINS,"336,472","277,446",#VALUE!,1.046933762,-0.033560306,1.013373456,FOX SEARCHLIGHT,2014/7/18,7,2014,Drama,113,R,N/A,4,5,7.3,Mike Cahill,"Michael Pitt,Steven Yeun,Astrid Berg??s-Frisbey",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOUSA,"821,046","744,575",#VALUE!,#VALUE!,0.742988445,#VALUE!,ROADSIDE ATTRACTIONS,2008/8/22,8,2008,Documentary,85,PG,N/A,358,21,NA,NA,NA,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPMAN2LEGENDOFTHEGRANDMASTER,"205,675","178,495",#VALUE!,#VALUE!,#VALUE!,#VALUE!,VARIANCE FILMS,2011/1/28,1,2011,Foreign / Action,107,R,N/A,20,17,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPMANTHEFINALFIGHT,"37,884","31,744",#VALUE!,#VALUE!,-0.153029345,#VALUE!,WELL GO USA,2013/9/20,9,2013,Foreign / Action,102,PG-13,N/A,14,4,NA,NA,NA,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRAANDABBY,"221,096","208,223",#VALUE!,#VALUE!,0.265112291,#VALUE!,MAGNOLIA,2007/9/14,9,2007,Romantic Comedy,101,R,N/A,7,14,NA,NA,NA,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRINAPALM,"44,383","40,249",#VALUE!,0.952591841,-0.153029345,0.799562496,STRAND,2008/3/21,3,2008,Drama,103,R,N/A,1,12,7.2,Sam Garbarski,"Marianne Faithfull,Predrag Manojlovic,Kevin Bishop",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRONMAN,"318,412,101",288755836.78 ,2.27437215,1.612985289,1.280599118,2.893584408,PARAMOUNT,2008/5/2,5,2008,Action / Adventure,126,PG-13,140,2500,23,7.9,Jon Favreau,"Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRONMAN2,"312,433,331",279713242.09 ,1.562166655,0.85824992,-0.033560306,0.824689614,PARAMOUNT,2010/5/7,5,2010,Action / Adventure,125,PG-13,200,4380,15,7.1,Jon Favreau,"Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRONMAN3,"409,013,994",342725743.00 ,2.04506997,1.046933762,0.265112291,1.312046052,BUENA VISTA,2013/5/3,5,2013,Action / Adventure,129,PG-13,200,4253,19,7.3,Shane Black,"Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRONSKY,"122,082","103,800",#VALUE!,-0.179511214,#VALUE!,#VALUE!,ENTERTAINMENT ONE,2012/7/25,7,2012,Sci-Fi Comedy,93,R,N/A,3,10,6,Timo Vuorensola,"Julia Dietze,Christopher Kirby,G??tz Otto",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISANYBODYTHERE?,"2,026,756",1844258.49 ,#VALUE!,0.575224156,-0.212763864,0.362460292,STORY ISLAND ENTERTAINMENT,2009/4/17,4,2009,Drama,94,PG-13,N/A,6,13,6.8,John Crowley,"Michael Caine,Bill Milner,Anne-Marie Duff",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISAWTHEDEVIL,"129,210","112,135",#VALUE!,#VALUE!,0.563784887,#VALUE!,MAGNOLIA,2011/3/4,3,2011,Foreign,141,Unrated,N/A,2,8,NA,NA,NA,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISELLTHEDEAD,"8,050","7,325",#VALUE!,-0.085169292,0.265112291,0.179942998,IFC,2009/8/7,8,2009,Horror Comedy,85,Unrated,N/A,1,2,6.1,Glenn McQuaid,"Dominic Monaghan,Ron Perlman,Larry Fessenden",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISERVEDTHEKINGOFENGLAND,"617,403","559,899",#VALUE!,#VALUE!,0.862457483,#VALUE!,SONY CLASSICS,2008/8/29,8,2008,Foreign,120,R,N/A,8,17,NA,NA,NA,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISLANDER,"102,737","96,755",#VALUE!,0.669566077,#VALUE!,#VALUE!,SLOWHAND CINEMA,2007/3/9,3,2007,Drama,100,R,N/A,3,6,6.9,Ian McCrudden,"Thomas Hildreth,Amy Jo Johnson,Philip Baker Hall",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
